Sport,Sporting Event Name,athletes,country_name,athlete_full_name,Olympic Host,Olympic Name,Year
Speed skating,1500m women,,Republic of Korea,Eun-Bi BAK,United States,Salt Lake City 2002,2002
Speed skating,3000m women,,Republic of Korea,Eun-Bi BAK,United States,Salt Lake City 2002,2002
Speed skating,1500m women,,Belarus,Svetlana CHEPELNIKOVA,United States,Salt Lake City 2002,2002
Speed skating,3000m women,,Belarus,Svetlana CHEPELNIKOVA,United States,Salt Lake City 2002,2002
Speed skating,1500m women,,Latvia,Ilonda LUSE,United States,Salt Lake City 2002,2002
Speed skating,3000m women,,Latvia,Ilonda LUSE,United States,Salt Lake City 2002,2002
Speed skating,1500m women,,Kazakhstan,Marina PUPINA,United States,Salt Lake City 2002,2002
Speed skating,3000m women,,Kazakhstan,Marina PUPINA,United States,Salt Lake City 2002,2002
Speed skating,1500m women,,Ukraine,Olena Miahkykh,United States,Salt Lake City 2002,2002
Speed skating,3000m women,,Ukraine,Olena Miahkykh,United States,Salt Lake City 2002,2002
Speed skating,1000m women,,Ukraine,Olena Miahkykh,United States,Salt Lake City 2002,2002
Speed skating,500m women,,Canada,Catriona LE MAY DOAN,United States,Salt Lake City 2002,2002
Speed skating,1000m women,,Canada,Catriona LE MAY DOAN,United States,Salt Lake City 2002,2002
Speed skating,500m women,,Germany,Monique GARBRECHT-ENFELDT,United States,Salt Lake City 2002,2002
Speed skating,1000m women,,Germany,Monique GARBRECHT-ENFELDT,United States,Salt Lake City 2002,2002
Speed skating,500m women,,Netherlands,Andrea NUYT,United States,Salt Lake City 2002,2002
Speed skating,1000m women,,Netherlands,Andrea NUYT,United States,Salt Lake City 2002,2002
Speed skating,500m women,,Belarus,Anzhelika KOTYUGA,United States,Salt Lake City 2002,2002
Speed skating,1000m women,,Belarus,Anzhelika KOTYUGA,United States,Salt Lake City 2002,2002
Speed skating,500m women,,Japan,Eriko SANMIYA,United States,Salt Lake City 2002,2002
Speed skating,1000m women,,Japan,Eriko SANMIYA,United States,Salt Lake City 2002,2002
Speed skating,500m women,,Netherlands,Marieke WIJSMAN,United States,Salt Lake City 2002,2002
Speed skating,1000m women,,Netherlands,Marieke WIJSMAN,United States,Salt Lake City 2002,2002
Speed skating,500m women,,Canada,Susan AUCH,United States,Salt Lake City 2002,2002
Speed skating,1000m women,,Canada,Susan AUCH,United States,Salt Lake City 2002,2002
Speed skating,500m women,,People's Republic of China,Hua JIN,United States,Salt Lake City 2002,2002
Speed skating,1000m women,,People's Republic of China,Hua JIN,United States,Salt Lake City 2002,2002
Speed skating,500m women,,People's Republic of China,Chunyuan YANG,United States,Salt Lake City 2002,2002
Speed skating,500m women,,Republic of Korea,Seon-Yeon CHO,United States,Salt Lake City 2002,2002
Speed skating,1000m women,,Republic of Korea,Seon-Yeon CHO,United States,Salt Lake City 2002,2002
Speed skating,500m women,,Republic of Korea,Yong-Joo LEE,United States,Salt Lake City 2002,2002
Speed skating,1000m women,,Republic of Korea,Yong-Joo LEE,United States,Salt Lake City 2002,2002
Speed skating,1500m men,,Norway,Adne SONDRAL,United States,Salt Lake City 2002,2002
Speed skating,1000m men,,Norway,Adne SONDRAL,United States,Salt Lake City 2002,2002
Speed skating,1500m men,,Netherlands,Ids POSTMA,United States,Salt Lake City 2002,2002
Speed skating,500m men,,Netherlands,Ids POSTMA,United States,Salt Lake City 2002,2002
Speed skating,1000m men,,Netherlands,Ids POSTMA,United States,Salt Lake City 2002,2002
Speed skating,1500m men,,Netherlands,Rintje RITSMA,United States,Salt Lake City 2002,2002
Speed skating,1500m men,,United States of America,JP SHILLING,United States,Salt Lake City 2002,2002
Speed skating,1500m men,,Japan,Hiroyuki NOAKE,United States,Salt Lake City 2002,2002
Speed skating,1000m men,,Japan,Hiroyuki NOAKE,United States,Salt Lake City 2002,2002
Speed skating,1500m men,,Kazakhstan,Sergey TSYBENKO,United States,Salt Lake City 2002,2002
Speed skating,1000m men,,Kazakhstan,Sergey TSYBENKO,United States,Salt Lake City 2002,2002
Speed skating,1500m men,,Canada,Kevin MARSHALL,United States,Salt Lake City 2002,2002
Speed skating,1000m men,,Canada,Kevin MARSHALL,United States,Salt Lake City 2002,2002
Speed skating,1500m men,,Finland,Vesa ROSENDAHL,United States,Salt Lake City 2002,2002
Speed skating,1500m men,,Canada,Philippe MAROIS,United States,Salt Lake City 2002,2002
Speed skating,1500m men,,Hungary,Zsolt BALO,United States,Salt Lake City 2002,2002
Speed skating,500m men,,Hungary,Zsolt BALO,United States,Salt Lake City 2002,2002
Speed skating,1000m men,,Hungary,Zsolt BALO,United States,Salt Lake City 2002,2002
Speed skating,1500m men,,Kazakhstan,Nikolay ULYANIN,United States,Salt Lake City 2002,2002
Speed skating,1500m men,,Belarus,Igor MAKOVETSKY,United States,Salt Lake City 2002,2002
Speed skating,1000m men,,Belarus,Igor MAKOVETSKY,United States,Salt Lake City 2002,2002
Speed skating,1500m men,,Germany,Jan FRIESINGER,United States,Salt Lake City 2002,2002
Speed skating,500m men,,Germany,Jan FRIESINGER,United States,Salt Lake City 2002,2002
Speed skating,1000m men,,Germany,Jan FRIESINGER,United States,Salt Lake City 2002,2002
Speed skating,1500m men,,Ukraine,Andrey FOMIN,United States,Salt Lake City 2002,2002
Speed skating,500m men,,Ukraine,Andrey FOMIN,United States,Salt Lake City 2002,2002
Speed skating,1000m men,,Ukraine,Andrey FOMIN,United States,Salt Lake City 2002,2002
Speed skating,1500m men,,People's Republic of China,Yongbin MA,United States,Salt Lake City 2002,2002
Speed skating,1500m men,,People's Republic of China,Guangbin LIU,United States,Salt Lake City 2002,2002
Speed skating,1500m men,,Belarus,Aleksey KHATYLYOV,United States,Salt Lake City 2002,2002
Speed skating,500m men,,Belarus,Aleksey KHATYLYOV,United States,Salt Lake City 2002,2002
Speed skating,1000m men,,Belarus,Aleksey KHATYLYOV,United States,Salt Lake City 2002,2002
Speed skating,1500m men,,Germany,Christian BREUER,United States,Salt Lake City 2002,2002
Speed skating,500m men,,Germany,Christian BREUER,United States,Salt Lake City 2002,2002
Speed skating,1000m men,,Germany,Christian BREUER,United States,Salt Lake City 2002,2002
Speed skating,500m men,,Netherlands,Gerard VAN VELDE,United States,Salt Lake City 2002,2002
Speed skating,1000m men,,Netherlands,Gerard VAN VELDE,United States,Salt Lake City 2002,2002
Speed skating,500m men,,Japan,Toyoki TAKEDA,United States,Salt Lake City 2002,2002
Speed skating,1000m men,,Japan,Toyoki TAKEDA,United States,Salt Lake City 2002,2002
Speed skating,500m men,,Japan,Kuniomi HANEISHI,United States,Salt Lake City 2002,2002
Speed skating,500m men,,Russian Federation,Sergey KLEVCHENYA,United States,Salt Lake City 2002,2002
Speed skating,1000m men,,Russian Federation,Sergey KLEVCHENYA,United States,Salt Lake City 2002,2002
Speed skating,500m men,,Japan,Manabu HORII,United States,Salt Lake City 2002,2002
Speed skating,1000m men,,Japan,Manabu HORII,United States,Salt Lake City 2002,2002
Speed skating,500m men,,Poland,Pawel ABRATKIEWICZ,United States,Salt Lake City 2002,2002
Speed skating,1000m men,,Poland,Pawel ABRATKIEWICZ,United States,Salt Lake City 2002,2002
Speed skating,500m men,,Germany,Michael KUENZEL,United States,Salt Lake City 2002,2002
Speed skating,1000m men,,Germany,Michael KUENZEL,United States,Salt Lake City 2002,2002
Speed skating,500m men,,Canada,Patrick BOUCHARD,United States,Salt Lake City 2002,2002
Speed skating,1000m men,,Canada,Patrick BOUCHARD,United States,Salt Lake City 2002,2002
Speed skating,500m men,,Poland,Tomasz SWIST,United States,Salt Lake City 2002,2002
Speed skating,1000m men,,Poland,Tomasz SWIST,United States,Salt Lake City 2002,2002
Speed skating,500m men,,Italy,Davide CARTA,United States,Salt Lake City 2002,2002
Speed skating,1000m men,,Italy,Davide CARTA,United States,Salt Lake City 2002,2002
Speed skating,500m men,,Canada,Eric BRISSON,United States,Salt Lake City 2002,2002
Speed skating,500m men,,Republic of Korea,Jae-Man PARK,United States,Salt Lake City 2002,2002
Speed skating,1000m men,,Republic of Korea,Jae-Man PARK,United States,Salt Lake City 2002,2002
Speed skating,500m men,,United States of America,Marc PELCHAT,United States,Salt Lake City 2002,2002
Speed skating,500m men,,Italy,Dino GILLARDUZZI,United States,Salt Lake City 2002,2002
Speed skating,1000m men,,Italy,Dino GILLARDUZZI,United States,Salt Lake City 2002,2002
Speed skating,500m men,,Republic of Korea,Cheol-Su Kim,United States,Salt Lake City 2002,2002
Speed skating,1000m men,,Republic of Korea,Cheol-Su Kim,United States,Salt Lake City 2002,2002
Speed skating,500m men,,Norway,Grunde NJÖS,United States,Salt Lake City 2002,2002
Speed skating,1000m men,,Norway,Grunde NJÖS,United States,Salt Lake City 2002,2002
Speed skating,1000m women,,People's Republic of China,Yanchun YOU,United States,Salt Lake City 2002,2002
Speed skating,1000m men,,Czech Republic,David KRAMAR,United States,Salt Lake City 2002,2002
Figure skating,Pairs mixed,,Canada,Jamie SALE,United States,Salt Lake City 2002,2002
Figure skating,Pairs mixed,,Canada,David PELLETIER,United States,Salt Lake City 2002,2002
Figure skating,Pairs mixed,,People's Republic of China,Xue SHEN,United States,Salt Lake City 2002,2002
Figure skating,Pairs mixed,,People's Republic of China,Hongbo ZHAO,United States,Salt Lake City 2002,2002
Figure skating,Ice dancing mixed,,France,Marina ANISSINA,United States,Salt Lake City 2002,2002
Figure skating,Ice dancing mixed,,France,Gwendal PEIZERAT,United States,Salt Lake City 2002,2002
Figure skating,Ice dancing mixed,,Italy,Barbara FUSAR POLI,United States,Salt Lake City 2002,2002
Figure skating,Ice dancing mixed,,Italy,Maurizio MARGAGLIO,United States,Salt Lake City 2002,2002
Figure skating,Ice dancing mixed,,Russian Federation,Irina LOBACHEVA,United States,Salt Lake City 2002,2002
Figure skating,Ice dancing mixed,,Russian Federation,Ilia AVERBUKH,United States,Salt Lake City 2002,2002
Figure skating,Pairs mixed,,Russian Federation,Elena BEREZHNAYA,United States,Salt Lake City 2002,2002
Figure skating,Pairs mixed,,Russian Federation,Anton SIKHARULIDZE,United States,Salt Lake City 2002,2002
Figure skating,Pairs mixed,"[('Oksana KAZAKOVA', 'https://olympics.com/en/athletes/oksana-kazakova'), ('Artur DMITRIYEV', 'https://olympics.com/en/athletes/artur-dmitriyev')]",Russian Federation,,Japan,Nagano 1998,1998
Figure skating,Pairs mixed,"[('Elena BEREZHNAYA', 'https://olympics.com/en/athletes/elena-berezhnaya'), ('Anton SIKHARULIDZE', 'https://olympics.com/en/athletes/anton-sikharulidze')]",Russian Federation,,Japan,Nagano 1998,1998
Figure skating,Pairs mixed,"[('Mandy WOTZEL', 'https://olympics.com/en/athletes/mandy-wotzel'), ('Ingo STEUER', 'https://olympics.com/en/athletes/ingo-steuer')]",Germany,,Japan,Nagano 1998,1998
Figure skating,Pairs mixed,"[('Kyoko INA', 'https://olympics.com/en/athletes/kyoko-ina'), ('Jason DUNGJEN', 'https://olympics.com/en/athletes/jason-dungjen')]",United States of America,,Japan,Nagano 1998,1998
Figure skating,Pairs mixed,"[('Jenni MENO', 'https://olympics.com/en/athletes/jenni-meno'), ('Todd SAND', 'https://olympics.com/en/athletes/todd-sand')]",United States of America,,Japan,Nagano 1998,1998
Figure skating,Pairs mixed,"[('Xue SHEN', 'https://olympics.com/en/athletes/xue-shen'), ('Hongbo ZHAO', 'https://olympics.com/en/athletes/hongbo-zhao')]",People's Republic of China,,Japan,Nagano 1998,1998
Figure skating,Pairs mixed,"[('Sarah ABITBOL', 'https://olympics.com/en/athletes/sarah-abitbol'), ('Stephane BERNADIS', 'https://olympics.com/en/athletes/stephane-bernadis')]",France,,Japan,Nagano 1998,1998
Figure skating,Pairs mixed,"[('Sabrina LEFRANCOIS', 'https://olympics.com/en/athletes/sabrina-lefrancois'), ('Nicolas OSSELAND', 'https://olympics.com/en/athletes/nicolas-osseland')]",France,,Japan,Nagano 1998,1998
Figure skating,Pairs mixed,"[('Marina ELTSOVA', 'https://olympics.com/en/athletes/marina-eltsova'), ('Andrei BUSHKOV', 'https://olympics.com/en/athletes/andrei-bushkov')]",Russian Federation,,Japan,Nagano 1998,1998
Figure skating,Pairs mixed,"[('Peggy SCHWARZ', 'https://olympics.com/en/athletes/peggy-schwarz'), ('Mirko MUELLER', 'https://olympics.com/en/athletes/mirko-mueller')]",Germany,,Japan,Nagano 1998,1998
Figure skating,Pairs mixed,"[('Dorota ZAGORSKA', 'https://olympics.com/en/athletes/dorota-zagorska'), ('Mariusz SIUDEK', 'https://olympics.com/en/athletes/mariusz-siudek')]",Poland,,Japan,Nagano 1998,1998
Figure skating,Pairs mixed,"[('Yevheniya Filanenko', None), ('Ihor Marchenko', None)]",Ukraine,,Japan,Nagano 1998,1998
Figure skating,Pairs mixed,"[('Kristy-Lee SARGEANT', 'https://olympics.com/en/athletes/kristy-lee-sargeant'), ('Kristofer WIRTZ', 'https://olympics.com/en/athletes/kristofer-wirtz')]",Canada,,Japan,Nagano 1998,1998
Figure skating,Pairs mixed,"[('M.-Claude SAVARD-GAGNON', 'https://olympics.com/en/athletes/m-claude-savard-gagnon'), ('Luc BRADET', 'https://olympics.com/en/athletes/luc-bradet')]",Canada,,Japan,Nagano 1998,1998
Figure skating,Pairs mixed,"[('Danielle MCGRATH', 'https://olympics.com/en/athletes/danielle-mcgrath'), ('Stephen CARR', 'https://olympics.com/en/athletes/stephen-carr')]",Australia,,Japan,Nagano 1998,1998
Figure skating,Pairs mixed,"[('Marina KHALTURINA', 'https://olympics.com/en/athletes/marina-khalturina'), ('Andrey Krukov', None)]",Kazakhstan,,Japan,Nagano 1998,1998
Figure skating,Pairs mixed,"[('Katerina BERANKOVA', 'https://olympics.com/en/athletes/katerina-berankova'), ('Otto DLABOLA', 'https://olympics.com/en/athletes/otto-dlabola')]",Czech Republic,,Japan,Nagano 1998,1998
Figure skating,Pairs mixed,"[('Inga RODIONOVA', 'https://olympics.com/en/athletes/inga-rodionova'), ('Aleksandr ANICHENKO', 'https://olympics.com/en/athletes/aleksandr-anichenko')]",Azerbaijan,,Japan,Nagano 1998,1998
Figure skating,Pairs mixed,"[('Maria KRASILTSEVA', 'https://olympics.com/en/athletes/maria-krasiltseva'), ('Aleksander CHESTNIKH', 'https://olympics.com/en/athletes/aleksander-chestnikh')]",Armenia,,Japan,Nagano 1998,1998
Figure skating,Pairs mixed,"[('Marie ARAI', 'https://olympics.com/en/athletes/marie-arai'), ('Shin AMANO', 'https://olympics.com/en/athletes/shin-amano')]",Japan,,Japan,Nagano 1998,1998
Figure skating,Ice dancing mixed,"[('Pasha GRISCHUK', 'https://olympics.com/en/athletes/pasha-grischuk'), ('Evgeny PLATOV', 'https://olympics.com/en/athletes/evgeny-platov')]",Russian Federation,,Japan,Nagano 1998,1998
Figure skating,Ice dancing mixed,"[('Anjelika KRYLOVA', 'https://olympics.com/en/athletes/anjelika-krylova'), ('Oleg OVSYANNIKOV', 'https://olympics.com/en/athletes/oleg-ovsyannikov')]",Russian Federation,,Japan,Nagano 1998,1998
Figure skating,Ice dancing mixed,"[('Marina ANISSINA', 'https://olympics.com/en/athletes/marina-anissina'), ('Gwendal PEIZERAT', 'https://olympics.com/en/athletes/gwendal-peizerat')]",France,,Japan,Nagano 1998,1998
Figure skating,Ice dancing mixed,"[('Shae-Lynn BOURNE', 'https://olympics.com/en/athletes/shae-lynn-bourne'), ('Victor KRAATZ', 'https://olympics.com/en/athletes/victor-kraatz')]",Canada,,Japan,Nagano 1998,1998
Figure skating,Ice dancing mixed,"[('Chantal LEFEBVRE', 'https://olympics.com/en/athletes/chantal-lefebvre'), ('Michel BRUNET', 'https://olympics.com/en/athletes/michel-brunet')]",Canada,,Japan,Nagano 1998,1998
Figure skating,Ice dancing mixed,"[('Irina LOBACHEVA', 'https://olympics.com/en/athletes/irina-lobacheva'), ('Ilia AVERBUKH', 'https://olympics.com/en/athletes/ilia-averbukh')]",Russian Federation,,Japan,Nagano 1998,1998
Figure skating,Ice dancing mixed,"[('Barbara FUSAR POLI', 'https://olympics.com/en/athletes/barbara-fusar-poli'), ('Maurizio MARGAGLIO', 'https://olympics.com/en/athletes/maurizio-margaglio')]",Italy,,Japan,Nagano 1998,1998
Figure skating,Ice dancing mixed,"[('Diane GERENCSER', 'https://olympics.com/en/athletes/diane-gerencser'), ('Pasquale CAMERLENGO', 'https://olympics.com/en/athletes/pasquale-camerlengo')]",Italy,,Japan,Nagano 1998,1998
Figure skating,Ice dancing mixed,"[('Elizabeth PUNSALAN', 'https://olympics.com/en/athletes/elizabeth-punsalan'), ('Jerod SWALLOW', 'https://olympics.com/en/athletes/jerod-swallow')]",United States of America,,Japan,Nagano 1998,1998
Figure skating,Ice dancing mixed,"[('Jessica JOSEPH', 'https://olympics.com/en/athletes/jessica-joseph'), ('Charles BUTLER', 'https://olympics.com/en/athletes/charles-butler')]",United States of America,,Japan,Nagano 1998,1998
Figure skating,Ice dancing mixed,"[('Margarita DROBIAZKO', 'https://olympics.com/en/athletes/margarita-drobiazko'), ('Povilas VANAGAS', 'https://olympics.com/en/athletes/povilas-vanagas')]",Lithuania,,Japan,Nagano 1998,1998
Figure skating,Ice dancing mixed,"[('Iryna ROMANOVA', 'https://olympics.com/en/athletes/iryna-romanova'), ('Igor YAROSHENKO', 'https://olympics.com/en/athletes/igor-yaroshenko')]",Ukraine,,Japan,Nagano 1998,1998
Figure skating,Ice dancing mixed,"[('Olena Hrushyna', None), ('Ruslan GONCHAROV', 'https://olympics.com/en/athletes/ruslan-goncharov')]",Ukraine,,Japan,Nagano 1998,1998
Figure skating,Ice dancing mixed,"[('Kati WINKLER', 'https://olympics.com/en/athletes/kati-winkler'), ('Rene LOHSE', 'https://olympics.com/en/athletes/rene-lohse')]",Germany,,Japan,Nagano 1998,1998
Figure skating,Ice dancing mixed,"[('Sophie MONIOTTE', 'https://olympics.com/en/athletes/sophie-moniotte'), ('Pascal LAVANCHY', 'https://olympics.com/en/athletes/pascal-lavanchy')]",France,,Japan,Nagano 1998,1998
Figure skating,Ice dancing mixed,"[('Dominique DENIAUD', 'https://olympics.com/en/athletes/dominique-deniaud'), ('Martial JAFFREDO', 'https://olympics.com/en/athletes/martial-jaffredo')]",France,,Japan,Nagano 1998,1998
Figure skating,Ice dancing mixed,"[('Sylwia NOWAK', 'https://olympics.com/en/athletes/sylwia-nowak'), ('Sebastian KOLASINSKI', 'https://olympics.com/en/athletes/sebastian-kolasinski')]",Poland,,Japan,Nagano 1998,1998
Figure skating,Ice dancing mixed,"[('Katerina MRAZOVA', 'https://olympics.com/en/athletes/katerina-mrazova'), ('Martin SIMECEK', 'https://olympics.com/en/athletes/martin-simecek')]",Czech Republic,,Japan,Nagano 1998,1998
Figure skating,Ice dancing mixed,"[('Galit CHAIT', 'https://olympics.com/en/athletes/galit-chait-1'), ('Sergey Sakhnovsky', None)]",Israel,,Japan,Nagano 1998,1998
Figure skating,Ice dancing mixed,"[('Tatyana NAVKA', 'https://olympics.com/en/athletes/tatyana-navka'), ('Nikolai MOROZOV', 'https://olympics.com/en/athletes/nikolai-morozov')]",Belarus,,Japan,Nagano 1998,1998
Figure skating,Ice dancing mixed,"[('Albena DENKOVA', 'https://olympics.com/en/athletes/albena-denkova'), ('Maksim Stavisky', None)]",Bulgaria,,Japan,Nagano 1998,1998
Figure skating,Ice dancing mixed,"[('Yelizaveta STEKOLNIKOVA', 'https://olympics.com/en/athletes/yelizaveta-stekolnikova'), ('Dmitrii KAZARLYGA', 'https://olympics.com/en/athletes/dmitrii-kazarlyga')]",Kazakhstan,,Japan,Nagano 1998,1998
Figure skating,Ice dancing mixed,"[('Aya KAWAI', 'https://olympics.com/en/athletes/aya-kawai'), ('Hiroshi TANAKA', 'https://olympics.com/en/athletes/hiroshi-tanaka-2')]",Japan,,Japan,Nagano 1998,1998
Figure skating,Ice dancing mixed,"[('Xenia SMETANENKO', 'https://olympics.com/en/athletes/xenia-smetanenko'), ('Samvel GEZALYAN', 'https://olympics.com/en/athletes/samvel-gezalyan')]",Armenia,,Japan,Nagano 1998,1998
Short Track Speed Skating,3000m relay women,,Republic of Korea,,Japan,Nagano 1998,1998
Short Track Speed Skating,3000m relay women,,People's Republic of China,,Japan,Nagano 1998,1998
Short Track Speed Skating,3000m relay women,,Canada,,Japan,Nagano 1998,1998
Short Track Speed Skating,3000m relay women,,Japan,,Japan,Nagano 1998,1998
Short Track Speed Skating,3000m relay women,,United States of America,,Japan,Nagano 1998,1998
Short Track Speed Skating,3000m relay women,,Netherlands,,Japan,Nagano 1998,1998
Short Track Speed Skating,3000m relay women,,Democratic People's Republic of Korea,,Japan,Nagano 1998,1998
Short Track Speed Skating,3000m relay women,,Germany,,Japan,Nagano 1998,1998
Short Track Speed Skating,5000m relay men,,Canada,,Japan,Nagano 1998,1998
Short Track Speed Skating,5000m relay men,,Republic of Korea,,Japan,Nagano 1998,1998
Short Track Speed Skating,5000m relay men,,People's Republic of China,,Japan,Nagano 1998,1998
Short Track Speed Skating,5000m relay men,,Italy,,Japan,Nagano 1998,1998
Short Track Speed Skating,5000m relay men,,Japan,,Japan,Nagano 1998,1998
Short Track Speed Skating,5000m relay men,,United States of America,,Japan,Nagano 1998,1998
Short Track Speed Skating,5000m relay men,,Great Britain,,Japan,Nagano 1998,1998
Short Track Speed Skating,5000m relay men,,Australia,,Japan,Nagano 1998,1998
Speed skating,5000m women,,Germany,Claudia PECHSTEIN,Japan,Nagano 1998,1998
Speed skating,3000m women,,Germany,Claudia PECHSTEIN,Japan,Nagano 1998,1998
Speed skating,1500m women,,Germany,Claudia PECHSTEIN,Japan,Nagano 1998,1998
Speed skating,1000m men,,Republic of Korea,Kyou-Hyuk LEE,Japan,Nagano 1998,1998
Speed skating,500m men,,Republic of Korea,Kyou-Hyuk LEE,Japan,Nagano 1998,1998
Speed skating,10000m men,,Netherlands,Bob Johannes Carolus DE JONG,Japan,Nagano 1998,1998
Speed skating,5000m men,,Netherlands,Bob Johannes Carolus DE JONG,Japan,Nagano 1998,1998
Figure skating,Individual women,,Hungary,Julia SEBESTYEN,Japan,Nagano 1998,1998
Speed skating,5000m women,,Russian Federation,Svetlana VYSOKOVA,Japan,Nagano 1998,1998
Speed skating,3000m women,,Russian Federation,Svetlana VYSOKOVA,Japan,Nagano 1998,1998
Speed skating,5000m women,,United States of America,Jennifer RODRIGUEZ,Japan,Nagano 1998,1998
Speed skating,1000m women,,United States of America,Jennifer RODRIGUEZ,Japan,Nagano 1998,1998
Speed skating,3000m women,,United States of America,Jennifer RODRIGUEZ,Japan,Nagano 1998,1998
Speed skating,1500m women,,United States of America,Jennifer RODRIGUEZ,Japan,Nagano 1998,1998
Speed skating,3000m women,,Germany,Anni FRIESINGER,Japan,Nagano 1998,1998
Speed skating,1500m women,,Germany,Anni FRIESINGER,Japan,Nagano 1998,1998
Speed skating,1000m women,,Japan,Tomomi OKAZAKI,Japan,Nagano 1998,1998
Speed skating,500m women,,Japan,Tomomi OKAZAKI,Japan,Nagano 1998,1998
Speed skating,3000m women,,United States of America,Catherine RANEY NORMAN,Japan,Nagano 1998,1998
Speed skating,1000m men,,Netherlands,Jan BOS,Japan,Nagano 1998,1998
Speed skating,500m men,,Netherlands,Jan BOS,Japan,Nagano 1998,1998
Speed skating,1500m men,,Netherlands,Jan BOS,Japan,Nagano 1998,1998
Speed skating,1000m men,,Canada,Jeremy WOTHERSPOON,Japan,Nagano 1998,1998
Speed skating,500m men,,Canada,Jeremy WOTHERSPOON,Japan,Nagano 1998,1998
Speed skating,1000m men,,Italy,Ermanno IORIATTI,Japan,Nagano 1998,1998
Speed skating,500m men,,Italy,Ermanno IORIATTI,Japan,Nagano 1998,1998
Speed skating,1500m men,,Italy,Ermanno IORIATTI,Japan,Nagano 1998,1998
Short Track Speed Skating,500m women,,Canada,Tania VICENT,Japan,Nagano 1998,1998
Short Track Speed Skating,1000m women,,Canada,Tania VICENT,Japan,Nagano 1998,1998
Short Track Speed Skating,500m women,,Bulgaria,Evgeniya RADANOVA,Japan,Nagano 1998,1998
Short Track Speed Skating,1000m women,,Bulgaria,Evgeniya RADANOVA,Japan,Nagano 1998,1998
Speed skating,1000m women,,Netherlands,Marianne TIMMER,Japan,Nagano 1998,1998
Speed skating,500m women,,Netherlands,Marianne TIMMER,Japan,Nagano 1998,1998
Speed skating,1500m women,,Netherlands,Marianne TIMMER,Japan,Nagano 1998,1998
Speed skating,1500m women,,Russian Federation,Varvara BARYSHEVA,Japan,Nagano 1998,1998
Speed skating,5000m women,,Japan,Nami NEMOTO,Japan,Nagano 1998,1998
Speed skating,1000m women,,Russian Federation,Svetlana ZHUROVA,Japan,Nagano 1998,1998
Speed skating,500m women,,Russian Federation,Svetlana ZHUROVA,Japan,Nagano 1998,1998
Speed skating,1000m women,,People's Republic of China,Manli WANG,Japan,Nagano 1998,1998
Speed skating,500m women,,People's Republic of China,Manli WANG,Japan,Nagano 1998,1998
Speed skating,500m women,,United States of America,Amy SANNES,Japan,Nagano 1998,1998
Speed skating,1000m women,,Republic of Korea,Seung-Yong CHOI,Japan,Nagano 1998,1998
Speed skating,500m women,,Republic of Korea,Seung-Yong CHOI,Japan,Nagano 1998,1998
Speed skating,1000m women,,United States of America,Christine WITTY,Japan,Nagano 1998,1998
Speed skating,500m women,,United States of America,Christine WITTY,Japan,Nagano 1998,1998
Speed skating,1500m women,,United States of America,Christine WITTY,Japan,Nagano 1998,1998
Speed skating,10000m men,,Norway,Lasse SAETRE,Japan,Nagano 1998,1998
Speed skating,5000m men,,Norway,Lasse SAETRE,Japan,Nagano 1998,1998
Speed skating,1500m men,,Belgium,Bart VELDKAMP,Japan,Nagano 1998,1998
Speed skating,10000m men,,Belgium,Bart VELDKAMP,Japan,Nagano 1998,1998
Speed skating,5000m men,,Belgium,Bart VELDKAMP,Japan,Nagano 1998,1998
Speed skating,500m men,,Netherlands,Erben WENNEMARS,Japan,Nagano 1998,1998
Speed skating,1000m men,,United States of America,Casey FITZRANDOLPH,Japan,Nagano 1998,1998
Speed skating,500m men,,United States of America,Casey FITZRANDOLPH,Japan,Nagano 1998,1998
Speed skating,1500m men,,United States of America,Casey FITZRANDOLPH,Japan,Nagano 1998,1998
Speed skating,1500m men,,Republic of Korea,Jae-Bong CHOI,Japan,Nagano 1998,1998
Speed skating,5000m men,,Republic of Korea,Jae-Bong CHOI,Japan,Nagano 1998,1998
Speed skating,1000m men,,Japan,Yusuke IMAI,Japan,Nagano 1998,1998
Speed skating,1500m men,,Japan,Yusuke IMAI,Japan,Nagano 1998,1998
Speed skating,1000m men,,Russian Federation,Aleksandr KIBALKO,Japan,Nagano 1998,1998
Speed skating,500m men,,Russian Federation,Aleksandr KIBALKO,Japan,Nagano 1998,1998
Speed skating,1500m men,,Russian Federation,Aleksandr KIBALKO,Japan,Nagano 1998,1998
Speed skating,1000m men,,Finland,Janne HANNINEN,Japan,Nagano 1998,1998
Speed skating,500m men,,Finland,Janne HANNINEN,Japan,Nagano 1998,1998
Speed skating,1500m men,,Canada,Steven ELM,Japan,Nagano 1998,1998
Speed skating,5000m men,,Canada,Steven ELM,Japan,Nagano 1998,1998
Short Track Speed Skating,500m men,,Italy,Maurizio CARNINO,Japan,Nagano 1998,1998
Speed skating,5000m men,,Russian Federation,Yury KOKHANETS,Japan,Nagano 1998,1998
Speed skating,1500m men,,Poland,Pawel ZYGMUNT,Japan,Nagano 1998,1998
Speed skating,5000m men,,Poland,Pawel ZYGMUNT,Japan,Nagano 1998,1998
Speed skating,1000m men,,United States of America,K C BOUTIETTE,Japan,Nagano 1998,1998
Speed skating,1500m men,,United States of America,K C BOUTIETTE,Japan,Nagano 1998,1998
Speed skating,10000m men,,United States of America,K C BOUTIETTE,Japan,Nagano 1998,1998
Speed skating,5000m men,,United States of America,K C BOUTIETTE,Japan,Nagano 1998,1998
